director_name,id,gender
Fede Alvarez,5791,Male
Sidney J. Furie,5792,Male
Wayne Kramer,5794,Male
Rowdy Herrington,5795,Male
Jim Goddard,5796,Male
Noel Marshall,5797,Male
Andrea Di Stefano,5798,Female
Guillaume Ivernel,5799,Male
Jack Smight,5800,Male
Howard Zieff,5802,Male
Steven Shainberg,5803,Male
Julian Jarrold,5804,Male
Joe Nussbaum,5805,Male
Michel Hazanavicius,5807,Male
Cyrus Nowrasteh,5808,Male
Perry Andelin Blake,5809,Male
Christian E. Christiansen,5810,Male
Sheldon Lettich,5811,Male
Diane English,5812,Female
Robert Iscove,5814,Male
Peter Kosminsky,5815,Male
Nick Gomez,5816,Male
Allen Coulter,5817,Male
Clare Kilner,5818,Female
Josef Rusnak,5819,Male
Lance Rivera,5820,Male
Ronald Neame,5821,Male
Bruce Paltrow,5822,Male
Adam Rifkin,5823,Male
Susanne Bier,5824,Female
Kenneth Johnson,5825,Male
James Ivory,5826,Male
Dany Boon,5828,Male
Gaspar Noé,5830,Male
Jérôme Salle,5831,Male
Tommy Lee Jones,5832,Male
Wayne Beach,5835,Male
Gérard Krawczyk,5836,Male
Udayan Prasad,5837,Male
Yoon Je-kyoon,5838,Male
Morten Tyldum,5839,Male
Andy Muschietti,5840,Male
Gillian Armstrong,5841,Female
Jim Fall,5843,Male
Ric Roman Waugh,5844,Male
Michael Dougherty,5845,Male
Joel Gallen,5846,Male
James Marsh,5847,Male
Matt Williams,5848,Male
Rob Zombie,5849,Male
Dennis Iliadis,5850,Male
Denzel Washington,5852,Male
Nicolas Winding Refn,5853,Male
Sara Sugarman,5854,Female
Juan Carlos Fresnadillo,5855,Male
Gina Prince-Bythewood,5856,Female
Phil Traill,5857,Male
Joe Berlinger,5858,Male
Elizabeth Allen Rosenbaum,5859,Female
Michael Mayer,5860,Male
John Ottman,5862,Male
John Bonito,5863,Male
Peter Atencio,5864,Male
Derek Cianfrance,5866,Male
Stephan Elliott,5867,Male
Mark L. Lester,5868,Male
Tom Green,5869,Male
Mike Nawrocki,5870,Male
Douglas Aarniokoski,5871,Male
Bryan Barber,5872,Male
Lone Scherfig,5873,Female
Drew Barrymore,5874,Female
Brian Koppelman,5875,Male
James Foley,5876,Male
Albert Brooks,5877,Male
Steve Gomer,5878,Male
RZA,5879,Male
Mark Piznarski,5880,Male
Craig Brewer,5881,Male
Mort Nathan,5883,Male
Dan Curtis,5884,Male
Wil Shriner,5885,Male
Martin McDonagh,5886,Male
Peter Cattaneo,5888,Male
Mary Lambert,5889,Female
Peter Kassovitz,5890,Male
Rodman Flender,5891,Male
Katja von Garnier,5892,Female
Mark Romanek,5893,Male
Brad Anderson,5894,Male
Michael Chapman,5895,Male
Antonio Banderas,5896,Male
Fritz Lang,5898,Male
Hou Hsiao-hsien,5899,Male
Tony Jaa,5901,Male
Ryûhei Kitamura,5902,Male
Dito Montiel,5904,Male
Stefan Ruzowitzky,5905,Male
Jake Paltrow,5906,Male
Gerry Lively,5910,Male
Julien Temple,5913,Male
Gregory Jacobs,5914,Male
Gilles Paquet-Brenner,5915,Male
Peter Cousens,5916,Male
Lars von Trier,5917,Male
John Cornell,5918,Male
Vidhu Vinod Chopra,5919,Male
Jamie Blanks,5920,Male
Randal Kleiser,5921,Male
Phil Vischer,5922,Male
Alan Cohn,5924,Male
Franco Zeffirelli,5925,Male
Tom Holland,5926,Male
James Isaac,5927,Male
Emilio Estevez,5928,Male
Josh Schwartz,5929,Male
Julian Schnabel,5930,Male
Todd Field,5931,Male
Davis Guggenheim,5932,Male
Stephen Carpenter,5933,Male
James Fargo,5934,Male
Alain Resnais,5935,Male
Kenneth Lonergan,5936,Male
Bo Zenga,5937,Male
Danny Leiner,5938,Male
Christopher Cain,5939,Male
Ed Decter,5941,Male
Gene Quintano,5942,Male
Eric Bress,5943,Male
Preston A. Whitmore II,5944,Male
Kirk Wong,5945,Male
Bronwen Hughes,5946,Female
John Lafia,5947,Male
Sam Miller,5948,Male
Alex Garland,5949,Male
Mark Brown,5950,Male
Michael Polish,5951,Male
Daisy von Scherler Mayer,5952,Female
Lenny Abrahamson,5953,Male
Bob Saget,5954,Male
John Waters,5955,Male
Craig Bolotin,5956,Male
Mark Christopher,5957,Male
Jez Butterworth,5959,Male
Isabel Coixet,5960,Female
Patrice Leconte,5961,Male
Paul Mazursky,5962,Male
Stephen Chbosky,5963,Male
Mark Neveldine,5965,Male
Joe Cornish,5966,Male
John H. Lee,5967,Male
John Stainton,5968,Male
Benedek Fliegauf,5969,Male
Stewart Hendler,5971,Male
John Cromwell,5972,Male
Abel Ferrara,5974,Male
George Hickenlooper,5975,Male
Don Bluth,5976,Male
William Dear,5978,Male
John Badham,5980,Male
Mike McCoy,5981,Male
Mike Judge,5982,Male
Tamra Davis,5983,Female
Franklin J. Schaffner,5985,Male
David Moreau,5987,Male
Christopher Erskin,5988,Male
Brian Henson,5989,Male
Dan Cutforth,5990,Male
Ernest R. Dickerson,5994,Male
Wallace Wolodarsky,5996,Male
Nicholas Jarecki,5997,Male
Darnell Martin,5999,Female
Scott Alexander,6000,Male
Stuart Gordon,6001,Male
Christopher Guest,6002,Male
Jane Campion,6003,Female
Fred Schepisi,6004,Male
Antonia Bird,6005,Female
Jon Poll,6006,Male
Paolo Sorrentino,6007,Male
Peter Care,6008,Male
Park Chan-wook,6009,Male
Ira Sachs,6010,Male
Carroll Ballard,6011,Male
Takeshi Kitano,6012,Male
Marco Kreuzpaintner,6013,Male
Lajos Koltai,6014,Male
Alan Rudolph,6015,Male
Lu Chuan,6016,Male
Christopher Smith,6019,Male
Timothy Hines,6020,Male
David Winters,6021,Male
Akira Kurosawa,6022,Male
Dan Mazer,6025,Male
David S. Ward,6027,Male
Barnaby Thompson,6028,Male
John Crowley,6030,Male
Brendan Malloy,6031,Male
Dustin Hoffman,6032,Male
Gregory Poirier,6033,Male
Simon Curtis,6034,Male
Philip Saville,6036,Male
Tim Blake Nelson,6037,Male
William A. Graham,6038,Male
Martin Ritt,6039,Male
John Turturro,6040,Male
Agnieszka Holland,6041,Female
David Hackl,6042,Male
Giuliano Montaldo,6043,Male
Lisa Azuelos,6044,Female
Ray Lawrence,6045,Male
Karan Johar,6046,Male
Jaume Balagueró,6048,Male
Jon Kasdan,6049,Male
Léa Pool,6050,Female
Floyd Mutrux,6051,Male
Sajid Khan,6052,Male
Dean Wright,6053,Male
Shintaro Shimosawa,6055,Male
Darren Lynn Bousman,6056,Male
James DeMonaco,6057,Male
Carol Reed,6059,Male
Chuck Sheetz,6060,Male
Leigh Whannell,6062,Male
Michael Schultz,6063,Male
Peter Sollett,6064,Male
Bob Dolman,6065,Male
Greg Coolidge,6066,Male
David Lowery,6067,Male
Salim Akil,6069,Male
Leon Ichaso,6071,Male
Patricia Rozema,6073,Female
Ben Garant,6075,Male
Morgan Spurlock,6076,Male
Neal Brennan,6077,Male
Theodore Witcher,6079,Male
Joel Edgerton,6080,Male
Michael Patrick Jann,6082,Male
Jorma Taccone,6083,Male
Jeff Lowell,6084,Male
Lorene Scafaria,6085,Female
Marcus Dunstan,6086,Male
François Girard,6088,Male
Scott Kalvert,6089,Male
Jason Bateman,6090,Male
David Schwimmer,6091,Male
Allan Arkush,6092,Male
Eric Bross,6093,Male
Dan Fogelman,6094,Male
Luca Guadagnino,6096,Male
John Putch,6097,Male
Peter Medak,6098,Male
Terence Davies,6099,Male
Harley Cokeliss,6100,Male
Tom Brady,6101,Male
Noah Baumbach,6103,Male
Eric Blakeney,6104,Male
Rakesh Roshan,6105,Male
Derrick Borte,6106,Male
Richard Kwietniowski,6107,Male
Bob Odenkirk,6108,Male
Joshua Seftel,6109,Male
Vincent Gallo,6110,Male
Jon Stewart,6112,Male
Bigas Luna,6113,Male
Ralph Fiennes,6114,Male
Dan Harris,6115,Male
Mel Smith,6116,Male
Bobcat Goldthwait,6117,Male
Jake Scott,6118,Male
Alan Metter,6119,Male
Michael Meredith,6122,Male
Julio DePietro,6123,Male
Katherine Dieckmann,6124,Female
Scott Marshall Smith,6126,Male
Andrew Traucki,6128,Male
Michael Clancy,6129,Male
Robert Adetuyi,6130,Male
Kari Skogland,6131,Female
Benedikt Erlingsson,6133,Male
Gurinder Chadha,6134,Female
Jason Connery,6135,Male
Vic Sarin,6136,Male
William Phillips,6138,Male
Andy García,6139,Male
Julian Gilbey,6141,Male
Stanley Kramer,6144,Male
Pedro Almodóvar,6145,Male
Gerald Potterton,6146,Male
Anurag Basu,6147,Male
Yash Chopra,6149,Male
Ferzan Ozpetek,6151,Male
Kris Isacsson,6152,Male
Ben Younger,6153,Male
Daniel Taplitz,6154,Male
Hart Bochner,6157,Male
Stewart Raffill,6158,Male
Na Hong-jin,6159,Male
Chatrichalerm Yukol,6160,Male
Marc Forby,6162,Male
Ole Christian Madsen,6163,Male
André Téchiné,6165,Male
Emily Young,6166,Female
Peter Faiman,6167,Male
Roland Suso Richter,6169,Male
Maïwenn,6171,Female
Mark Rydell,6174,Male
David E. Talbert,6175,Male
Roger Vadim,6176,Male
Nils Gaup,6177,Male
Vondie Curtis-Hall,6179,Male
Tom Elkins,6180,Male
John Sayles,6182,Male
Vipul Amrutlal Shah,6183,Male
Ken Loach,6184,Male
Mervyn LeRoy,6186,Male
James Frawley,6188,Male
Dan Gilroy,6189,Male
Jonathan Dayton,6190,Male
Don Siegel,6192,Male
Martin Lawrence,6193,Male
Ken Shapiro,6196,Male
Doug Atchison,6199,Male
Mary Harron,6201,Female
Troy Duffy,6203,Male
Nicole Holofcener,6204,Female
Matty Rich,6205,Male
Fina Torres,6206,Female
François Ozon,6207,Male
Ryan Fleck,6208,Male
Steve James,6209,Male
Michael Winner,6210,Male
Tomm Moore,6211,Male
John Carney,6212,Male
David Jacobson,6213,Male
Michael Corrente,6214,Male
Andrew Currie,6217,Male
Luke Wilson,6218,Male
Coky Giedroyc,6220,Female
Thomas Vinterberg,6222,Male
Claudia Llosa,6223,Female
Charles Binamé,6224,Male
David Webb Peoples,6228,Male
Stanley Tong,6230,Male
Eli Roth,6232,Male
Tony Richardson,6233,Male
Charles Robert Carner,6234,Male
Claude Miller,6236,Male
Rodrigo García,6238,Male
Siddharth Anand,6240,Male
Vincent Paronnaud,6241,Male
Dennis Gansel,6242,Male
Daniel Barber,6243,Male
Robert Marcarelli,6244,Male
Guy Hamilton,6246,Male
Adam Brooks,6247,Male
Michael Anderson,6248,Male
James D. Stern,6249,Male
Matt Bettinelli-Olpin,6250,Male
Sharron Miller,6251,Female
Aaron Schneider,6252,Male
Tom Ford,6253,Male
Mitch Davis,6255,Male
Kevin Brodie,6256,Male
Lynne Ramsay,6257,Female
Tim Chambers,6259,Male
Bob Gosse,6261,Male
Alex Zamm,6262,Male
Spencer Susser,6263,Male
Shari Springer Berman,6265,Female
Richard E. Grant,6268,Male
Richard Rich,6271,Male
Robert C. Cooper,6272,Male
Kim Nguyen,6273,Male
Jackie Earle Haley,6274,Male
Max Färberböck,6275,Male
Mark Tonderai,6278,Male
Ian Fitzgibbon,6279,Male
Rachel Perkins,6280,Female
Luis Valdez,6281,Male
Alan Alda,6282,Male
Louis Morneau,6283,Male
Caroline Link,6284,Female
Zal Batmanglij,6286,Male
Oren Moverman,6288,Male
Ian Sharp,6289,Male
Wolfgang Becker,6290,Male
Dan O'Bannon,6291,Male
George Roy Hill,6292,Male
Robert Stevenson,6293,Male
Gary Hardwick,6294,Male
King Vidor,6295,Male
Fred Savage,6296,Male
Sammo Hung,6297,Male
Rusty Cundieff,6298,Male
Dominique Othenin-Girard,6299,Male
Risa Bramon Garcia,6301,Female
Brian Klugman,6302,Male
Raymond De Felitta,6304,Male
John Michael McDonagh,6305,Male
Deb Hagan,6306,Female
Zach Cregger,6307,Male
Zach Braff,6308,Male
Mark Tarlov,6309,Male
John Cameron Mitchell,6310,Male
David Atkins,6312,Male
Patrick Stettner,6313,Male
Michael Crichton,6315,Male
Rick Bieber,6317,Male
Joey Lauren Adams,6318,Female
Greg Marcks,6321,Male
Perry Lang,6322,Male
Jake Goldberger,6323,Male
William Kaufman,6324,Male
Cédric Klapisch,6326,Male
Prachya Pinkaew,6331,Male
Gary Sinyor,6332,Male
Joseph Gordon-Levitt,6335,Male
William Sachs,6336,Male
Christophe Barratier,6337,Male
Émile Gaudreault,6338,Male
James Cox,6339,Male
James Toback,6340,Male
George Ratliff,6345,Male
Shane Meadows,6346,Male
Jon Wright,6347,Male
Michael McGowan,6348,Male
Liv Ullmann,6349,Female
Dan Trachtenberg,6351,Male
David F. Sandberg,6352,Male
Henry Koster,6355,Male
Patty Jenkins,6356,Female
Christopher B. Landon,6357,Male
David Gelb,6358,Male
Mike Flanagan,6359,Male
Nat Faxon,6360,Male
Doug McHenry,6361,Male
Maurice Joyce,6363,Male
Robert Duvall,6364,Male
Frank Perry,6365,Male
Ice Cube,6367,Male
Bruce Malmuth,6370,Male
Rob Hedden,6371,Male
Joe Chappelle,6373,Male
Mickey Liddell,6374,Male
Fred Walton,6375,Male
Steve Carver,6376,Male
Gonzalo López-Gallego,6377,Male
Christine Jeffs,6378,Female
Don Coscarelli,6379,Male
Bill Duke,6381,Male
Frank Borzage,6382,Male
Mamoru Hosoda,6383,Male
Brian Dannelly,6384,Male
Denys Arcand,6385,Male
J.S. Cardone,6386,Male
Jay Levey,6387,Male
Nicholaus Goossen,6388,Male
Xavier Beauvois,6391,Male
Randall Miller,6392,Male
Jerry Belson,6393,Male
Dan Rush,6394,Male
Michael Cuesta,6395,Male
Fenton Bailey,6396,Male
Errol Morris,6401,Male
Dennis Hopper,6402,Male
Eli Craig,6403,Male
Nicholas Fackler,6404,Male
Richard Wallace,6405,Male
Morgan J. Freeman,6406,Male
Matthew Hastings,6407,Male
Oren Peli,6409,Male
Paul Andrew Williams,6410,Male
William H. Macy,6411,Male
Marcia Bennett,6414,Female
Stanton Barrett,6415,Male
Jiří Menzel,6416,Male
Fatih Akin,6417,Male
Nick Murphy ,6418,Male
Frank LaLoggia,6419,Male
Jeremy Brock,6420,Male
Scott Foley,6421,Male
Gabriela Tagliavini,6423,Female
Leonard Farlinger,6425,Male
Tom Kalin,6428,Male
Robert Sarkies,6429,Male
John Huston,6430,Male
Walter Lang,6431,Male
Carlos Saura,6432,Male
Todd Solondz,6437,Male
Mateo Gil,6441,Male
Lukas Moodysson,6442,Male
Agnieszka Wojtowicz-Vosloo,6443,Female
Peter DeLuise,6445,Male
Kevin Sullivan,6447,Male
Nick Love,6448,Male
Cecil B. DeMille,6450,Male
Mike Figgis,6452,Male
Lisa Cholodenko,6455,Female
John Sturges,6456,Male
William Arntz,6457,Male
Ed Gass-Donnelly,6458,Male
DJ Pooh,6459,Male
Roger Avary,6461,Male
Allison Anders,6462,Female
Jeff Franklin,6464,Male
Mike Mills,6465,Male
Dave McKean,6466,Male
Ron Fricke,6467,Male
Ruggero Deodato,6468,Male
Gavin Wiesen,6469,Male
Stefan Schwartz,6473,Male
Robert Lee King,6474,Male
Jorge Ramírez Suárez,6475,Male
Dan Ireland,6476,Male
Fernando León de Aranoa,6477,Male
Jim Mickle,6478,Male
Karim Aïnouz,6479,Male
Peter H. Hunt,6482,Male
Ruba Nadda,6483,Female
James Whale,6484,Male
Edward Burns,6485,Male
Sean Byrne,6486,Male
Mark Griffiths,6487,Male
George Sidney,6491,Male
Chris Morris,6492,Male
Peter Stebbings,6494,Male
Vincente Minnelli,6495,Male
Dagur Kári,6496,Male
Michael Gornick,6498,Male
Richard Brooks,6499,Male
Robert Eggers,6500,Male
Michael Martin,6501,Male
Louis C.K.,6503,Male
Anthony C. Ferrante,6504,Male
Salvador Carrasco,6505,Male
Robert Cary,6507,Male
Warren P. Sonoda,6509,Male
Amanda Gusack,6510,Female
Avi Nesher,6511,Male
Jay Oliva,6513,Male
Charles Ferguson,6514,Male
Mark Young,6515,Male
"Daniel Petrie, Jr.",6516,Male
Clark Gregg,6520,Male
Damien Chazelle,6521,Male
Karen Moncrieff,6524,Female
Jonathan Silverman,6525,Male
Eric Styles,6526,Male
Laurent Cantet,6527,Male
Max Mayer,6529,Male
John Gulager,6531,Male
Brandon Cronenberg,6532,Male
Tod Williams,6534,Male
Jack Sholder,6535,Male
Ted Post,6536,Male
Michael Haigney,6537,Male
Tom McLoughlin,6538,Male
Adam Marcus,6539,Male
John Maclean,6540,Male
Benny Boom,6541,Male
Nnegest Likké,6543,Female
Christopher Leitch,6544,Male
Peter M. Cohen,6547,Male
Mel Stuart,6548,Male
Anthony Hickox,6549,Male
Tom Schulman,6550,Male
Jill Sprecher,6551,Female
Darren Stein,6552,Male
David Nixon,6553,Male
Matthew Bright,6556,Male
Michael Landon Jr.,6557,Male
Andrea Arnold,6558,Female
Whit Stillman,6559,Male
Bobby Roth,6561,Male
Tim Heidecker,6562,Male
Michael Worth,6563,Male
Deon Taylor,6564,Male
Jason Alexander,6565,Male
Will Canon,6567,Male
Lance Kawas,6569,Male
Francesca Gregorini,6570,Female
Márcio Garcia,6571,Male
Michael Jai White,6573,Male
Paolo Monico,6574,Male
Darin Scott,6576,Male
Christian Sesma,6577,Male
Monte Hellman,6578,Male
Brian Caunter,6579,Male
Chris D'Arienzo,6580,Male
Leon Ford,6583,Male
John Carl Buechler,6585,Male
Victor Nunez,6587,Male
Alex van Warmerdam,6590,Male
Frank Sebastiano,6592,Male
Stacy Peralta,6593,Male
Nacho Vigalondo,6594,Male
Tony Giglio,6596,Male
Stanley Donen,6597,Male
John Sullivan,6599,Male
Tommy Lee Wallace,6600,Male
Don Taylor,6601,Male
Leslie Small,6602,Male
Éric Tessier,6603,Male
Alison Maclean,6604,Female
Alice Wu,6605,Female
Joshua Tickell,6608,Male
Tim Boxell,6609,Male
Michael D. Sellers,6610,Male
Reed Cowan,6611,Male
James Dodson,6612,Male
Alex Rivera,6613,Male
John Murlowski,6614,Male
Robby Henson,6617,Male
David Hand,6623,Male
Danny Steinmann,6625,Male
Jon Gunn,6626,Male
Hayley Cloake,6627,Female
Tay Garnett,6628,Male
William Wyler,6632,Male
Larry Clark,6633,Male
Lloyd Kaufman,6638,Male
David Robert Mitchell,6639,Male
Robert Mulligan,6640,Male
Liu Chia-Liang,6641,Male
Chris Kentis,6642,Male
Alex Kendrick,6643,Male
Robert Rossen,6644,Male
Jack Conway,6645,Male
Elia Kazan,6648,Male
Debra Granik,6649,Female
Henry King,6650,Male
Miranda July,6651,Female
Max Joseph,6652,Male
Ari Folman,6655,Male
Marielle Heller,6656,Female
David Sington,6657,Male
Kelly Reichardt,6658,Female
Bob Giraldi,6659,Male
Huck Botko,6660,Male
David Duchovny,6661,Male
Mitchell Lichtenstein,6662,Male
Hue Rhodes,6664,Male
Brian Yuzna,6668,Male
Hunter Richards,6669,Male
Phil Claydon,6672,Male
John Simpson,6674,Male
Jeff Crook,6680,Male
Orson Welles,6681,Male
Dave Payne,6682,Male
Brad Copeland,6683,Male
Phil Morrison,6685,Male
Harald Reinl,6686,Male
Tanner Beard,6687,Male
Derick Martini,6689,Male
Tim Hunter,6691,Male
Richard Ayoade,6692,Male
Jehane Noujaim,6693,Female
Jean-Marc Barr,6694,Male
John Laing,6696,Male
Vera Farmiga,6703,Female
Jonathan Wacks,6705,Male
Tony Krantz,6707,Male
Mitchell Altieri,6708,Male
Corey Grant,6710,Male
Lucky McKee,6711,Male
Steven R. Monroe,6713,Male
Mark Illsley,6714,Male
Sally Potter,6716,Female
David M. Matthews,6719,Male
Nadine Labaki,6720,Female
Eytan Fox,6722,Male
Adam Goldberg,6725,Male
Adrienne Shelly,6727,Female
Newt Arnold,6728,Male
Fabián Bielinsky,6730,Male
Rebecca Miller,6732,Female
Henry Bean,6734,Male
Jeff Garlin,6736,Male
Adam Green,6738,Male
Charlie Chaplin,6739,Male
Bruce Campbell,6741,Male
Bruce McDonald,6743,Male
Robert Greenwald,6746,Male
David Rodriguez,6748,Male
David Winning,6750,Male
Tara Subkoff,6753,Female
Russell Friedenberg,6754,Male
Zak Penn,6757,Male
Mathieu Amalric,6759,Male
David Worth,6760,Male
Leslie H. Martinson,6761,Male
Robert M. Young,6762,Male
Steve Buscemi,6763,Male
Ham Tran,6764,Male
Michael D. Olmos,6773,Male
Giovanni Zelko,6776,Male
Jamie Babbit,6778,Female
David Boyd,6779,Male
Anna Muylaert,6780,Female
Steve Taylor,6781,Male
Laurent Bouhnik,6783,Male
David Caffrey,6785,Male
Adam Jay Epstein,6786,Male
Ossie Davis,6788,Male
Jeff Burr,6792,Male
Guy Maddin,6793,Male
Regardt van den Bergh,6794,Male
Matthew R. Anderson,6797,Male
Joel Anderson,6799,Male
Douglas Trumbull,6801,Male
Mona Lerche,6802,Female
Clive Barker,6805,Male
Harold Cronk,6806,Male
Takao Okawara,6807,Male
Robert D. Webb,6810,Male
Allan Dwan,6811,Male
Ben Lewin,6813,Male
Robert Kenner,6814,Male
Craig Johnson,6816,Male
Sean Durkin,6817,Male
Gillian Robespierre,6818,Female
Courtney Hunt,6819,Female
Morgan Neville,6820,Male
Greg Berlanti,6822,Male
Marc Levin,6823,Male
Richard Dutcher,6824,Male
Goran Dukic,6828,Male
Mike Cahill,6829,Male
Kyle Rankin,6830,Male
Joshua Oppenheimer,6831,Male
Alex Gibney,6832,Male
Paul Crowder,6833,Male
Kief Davidson,6836,Male
Ti West,6839,Male
Nick Tomnay,6840,Male
Nickolas Perry,6841,Male
Dan Zukovic,6842,Male
Benjamin Dickinson,6845,Male
Frank Whaley,6847,Male
Katherine Brooks,6849,Female
David Cross,6850,Male
Mary Pat Kelly,6853,Female
Lori Petty,6854,Female
Kevin Hamedani,6856,Male
David DeCoteau,6857,Male
Stefan C. Schaefer,6859,Male
Michael Taliferro,6860,Male
Katie Aselton,6861,Female
Jonathan Meyers,6867,Male
Ralph Nelson,6868,Male
Allison Burnett,6870,Female
Richard Schenkman,6871,Male
Cristian Mungiu,6874,Male
Maryam Keshavarz,6876,Female
C. Jay Cox,6878,Male
Tommy Oliver,6880,Male
Rich Christiano,6882,Male
Asghar Farhadi,6884,Male
G.W. Pabst,6886,Male
Michael Burke,6888,Male
Catherine Jelski,6889,Female
Ryan Little,6891,Male
Dave Willis,6893,Male
Ben Wheatley,6894,Male
Christopher Hutson,6896,Male
David LaChapelle,6897,Male
Christopher Scott Cherot,6901,Male
H.M. Coakley,6902,Male
Bill Benenson,6905,Male
Mark Sandrich,6909,Male
Daniel Myrick,6910,Male
Michael Wadleigh,6911,Male
Scott Ziehl,6913,Male
Richard Montoya,6914,Male
Michael Walker,6917,Male
Amy Holden Jones,6919,Female
Joe Camp,6922,Male
Matt Walsh,6923,Male
Marilyn Agrelo,6925,Female
Brian Baugh,6926,Male
Patrick Creadon,6927,Male
Barry W. Blaustein,6928,Male
Kurt Hale,6929,Male
Greg Harrison,6932,Male
Eric Schaeffer,6934,Male
Neema Barnette,6935,Female
Marius Markevicius,6938,Male
Tom DiCillo,6939,Male
Alex Smith,6941,Male
Gareth Edwards,6942,Male
Jonathan Parker,6943,Male
Alex Craig Mann,6945,Male
Stephen Kijak,6946,Male
Michael Hoffman Jr.,6948,Male
Jack Heller,6950,Male
Lloyd Bacon,6958,Male
Jonathan Caouette,6962,Male
Lucio Fulci,6964,Male
Paul Fox,6965,Male
Ingmar Bergman,6967,Male
D.W. Griffith,6968,Male
Harry Beaumont,6970,Male
Franck Khalfoun,6971,Male
Sam Firstenberg,6974,Male
Doug Block,6975,Male
Yorgos Lanthimos,6978,Male
Gregory Widen,6980,Male
Niall Johnson,6981,Male
Eric Mendelsohn,6982,Male
Jean-Luc Godard,6983,Male
Michael Roemer,6985,Male
Babar Ahmed,6987,Male
John D. Hancock,6988,Male
Paul Bartel,6989,Male
Jason Marsden,6990,Male
Herb Freed,6994,Male
Maria Maggenti,6997,Female
Drake Doremus,7001,Male
Hilary Brougher,7005,Female
Corbin Bernsen,7007,Male
Eugène Lourié,7018,Male
Carl Theodor Dreyer,7026,Male
Marianna Palka,7027,Female
Ricki Stern,7028,Female
Majid Majidi,7034,Male
Andrew Haigh,7035,Male
Nicolae Constantin Tanase,7037,Male
Bill Melendez,7044,Male
Lynn Shelton,7049,Female
David Hewlett,7050,Male
Nate Parker,7051,Male
Robert Townsend,7054,Male
Larry Blamire,7056,Male
Stephen Langford,7057,Male
Dan Reed,7060,Male
John Reinhardt,7061,Male
László Benedek,7063,Male
Julie Davis,7066,Female
Brett Piper,7068,Male
Brandon Trost,7069,Male
Bruno Barreto,7074,Male
Lena Dunham,7075,Female
Jem Cohen,7078,Male
Andrew Leman,7079,Male
William Eubank,7081,Male
Malcolm Goodwin,7084,Male
Kevin Jordan,7085,Male
Bradley Rust Gray,7089,Male
Eric Eason,7094,Male
Marcus Nispel,7096,Male
Daryl Wein,7098,Male
Jafar Panahi,7100,Male
Kiyoshi Kurosawa,7102,Male
Shane Carruth,7106,Male
Daniel Hsia,7109,Male
Brian Herzlinger,7110,Male
